TripID,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
16675,TR016675,EXP016675,,Partial reimbursement,141.97,,,,,,,,,,,3,V1
16679,TR016679,EXP016679,,Policy exception approved,240.61,,,,,,Updated Volkswagen Golf petrol,-146.43,Cost optimization,,,3,V1
16683,TR016683,EXP016683,,Standard travel reimbursement,397.83,,,,,,,,,,,3,V1
16686,TR016686,EXP016686,,Standard travel reimbursement,525.07,,,,,,,,,,,1,V1
16688,TR016688,EXP016688,,Standard travel reimbursement,385.66,Operational issue,Rebooked flight,Cheaper fare,,,,,,,,2,V1
16690,TR016690,EXP016690,,Partial reimbursement,284.33,,,,,,,,,,,4,V25
16696,TR016696,EXP016696,Out of policy,Standard travel reimbursement,254.16,,,,,,,,,Weather delay,,1,V28
16705,TR016705,EXP016705,,Partial reimbursement,272.23,,,,,,,,,,2.0,3,V19
16708,TR016708,EXP016708,,Standard travel reimbursement,492.32,,,,,,,,,,,4,V1
16709,TR016709,EXP016709,,Standard travel reimbursement,328.03,Vehicle issue,,,,,,,,,,4,V12
16713,TR016713,,,,,,,,,,,,,,3.0,2,V18
16718,TR016718,EXP016718,Out of policy,Policy exception approved,443.03,,,,,,,,,,,0,V1
16723,TR016723,EXP016723,,Policy exception approved,447.68,,,,,,,,,Airport congestion,,0,V16
16730,TR016730,EXP016730,,Policy exception approved,456.28,Operational issue,,,,,,,,,,0,V8
16735,TR016735,EXP016735,,Partial reimbursement,483.01,,,,,,,,,,,2,V16
16737,TR016737,EXP016737,Late submission,Partial reimbursement,120.17,,,,,,Updated Economy Flight,-50.16,Cost optimization,,,2,V1
16749,TR016749,EXP016749,,Policy exception approved,186.07,,,,,,,,,,,1,V16
16754,TR016754,EXP016754,,Partial reimbursement,368.54,,,,,,,,,,,2,V1
16755,TR016755,EXP016755,,Policy exception approved,460.74,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,159.26,Safety concern,,,4,V15
16760,TR016760,EXP016760,,Policy exception approved,379.83,,Rebooked rental,Better schedule,Alternative hotel selected,Location preference,,,,,,2,V7
16765,TR016765,EXP016765,Late submission,Partial reimbursement,595.34,,,,,,,,,,,3,V1
16770,TR016770,EXP016770,Missing receipt,Partial reimbursement,115.55,,,,,,,,,,,2,V1
16786,TR016786,EXP016786,,Partial reimbursement,412.96,,,,,,,,,,,2,V25
16790,TR016790,EXP016790,,Policy exception approved,502.46,,,,,,,,,,,1,V1
16793,TR016793,EXP016793,,Partial reimbursement,195.59,,,,,,,,,,,1,V1
16794,TR016794,EXP016794,,Partial reimbursement,416.14,,,,,,,,,Airport congestion,,1,V1
16801,TR016801,EXP016801,,Partial reimbursement,405.0,,,,,,,,,,,1,V1
16810,TR016810,EXP016810,,Policy exception approved,278.99,Airline schedule change,,,,,Updated Economy Flight,79.84,Cost optimization,,,4,V20
16811,TR016811,EXP016811,,Policy exception approved,179.35,,Rebooked rental,Cheaper fare,,,Updated Volkswagen Golf petrol,170.76,Cost optimization,,,4,V15
16814,TR016814,EXP016814,,Standard travel reimbursement,209.65,,,,,,,,,,,0,V1
16815,TR016815,EXP016815,Out of policy,Standard travel reimbursement,105.99,,Rebooked flight,Cheaper fare,,,,,,,,1,V9
16816,TR016816,EXP016816,,Policy exception approved,247.29,,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,3,V10
16825,TR016825,EXP016825,,Policy exception approved,504.59,,,,,,,,,Security screening,,4,V11
16832,TR016832,EXP016832,,Partial reimbursement,447.39,Airline schedule change,,,,,,,,,,2,V12
16835,TR016835,EXP016835,,Policy exception approved,251.29,,Rebooked flight,Better schedule,,,,,,Security screening,,0,V9
16837,TR016837,EXP016837,,Standard travel reimbursement,251.23,,,,,,,,,Mechanical issue,2.0,4,V17
16839,TR016839,EXP016839,,Policy exception approved,506.13,,,,,,,,,,,1,V22
16840,TR016840,EXP016840,,Standard travel reimbursement,169.97,,,,,,Updated Volkswagen Golf diesel,-58.51,Client preference,,,4,V20
16843,TR016843,EXP016843,,Standard travel reimbursement,558.35,,Rebooked flight,Schedule conflict,,,,,,,,0,V9
16853,TR016853,EXP016853,Late submission,Policy exception approved,286.13,,,,,,,,,,,3,V1
16857,TR016857,EXP016857,,Standard travel reimbursement,365.28,,,,,,,,,,,0,V1
16861,TR016861,EXP016861,,Partial reimbursement,534.24,,,,New hotel chosen,Location preference,,,,,,3,V1
16863,TR016863,EXP016863,,Policy exception approved,509.31,Personal emergency,,,,,,,,,,1,V1
16876,TR016876,EXP016876,,Partial reimbursement,307.41,,Rebooked flight,Route change,,,Updated Business Class Flight,-110.61,Client preference,,,0,V15
16878,TR016878,EXP016878,,Standard travel reimbursement,480.22,,,,New hotel chosen,Quality issue,,,,Airport congestion,,3,V1
16885,TR016885,EXP016885,,Partial reimbursement,154.47,,,,,,,,,,,2,V22
16887,TR016887,EXP016887,,Standard travel reimbursement,405.26,,,,,,,,,,,0,V1
16890,TR016890,EXP016890,,Standard travel reimbursement,138.3,,,,,,,,,,3.0,4,V17
16895,TR016895,EXP016895,Late submission,Standard travel reimbursement,321.72,,,,,,,,,,,0,V1
16898,TR016898,EXP016898,,Partial reimbursement,216.51,,,,,,,,,,,3,V1
16905,TR016905,EXP016905,Personal expense,Policy exception approved,164.4,,Rebooked flight,Cheaper fare,Alternative hotel selected,Rate change,,,,,,1,V24
16910,TR016910,EXP016910,Missing receipt,Partial reimbursement,514.68,,,,,,,,,,,3,V1
16912,TR016912,EXP016912,Late submission,Partial reimbursement,265.78,,,,,,Updated Business Class Flight,-147.33,Safety concern,Airport congestion,,2,V28
16920,TR016920,EXP016920,,Policy exception approved,247.44,,,,,,,,,,,3,V22
16927,TR016927,EXP016927,,Partial reimbursement,408.7,Personal emergency,,,,,,,,,,3,V12
16931,TR016931,EXP016931,,Partial reimbursement,151.43,,,,,,,,,Weather delay,,1,V20
16932,TR016932,EXP016932,,Partial reimbursement,308.8,,,,,,,,,,,0,V1
16933,TR016933,EXP016933,Missing receipt,Policy exception approved,121.36,,,,,,,,,,,2,V1
16941,TR016941,EXP016941,,Policy exception approved,142.19,,,,,,,,,,,4,V1
16944,TR016944,EXP016944,,Policy exception approved,126.93,,Rebooked train,Cheaper fare,Alternative hotel selected,Quality issue,,,,,,0,V10
16947,TR016947,EXP016947,,Policy exception approved,388.7,,,,,,,,,,,4,V1
16948,TR016948,EXP016948,,Policy exception approved,140.64,,,,New hotel chosen,Rate change,,,,,,3,V1
16951,TR016951,EXP016951,Personal expense,Partial reimbursement,510.84,,Rebooked flight,Better schedule,,,Updated First Class Flight,122.12,Time constraints,,,4,V15
16957,TR016957,EXP016957,,Standard travel reimbursement,405.24,,,,,,,,,,,2,V1
16961,TR016961,EXP016961,Missing receipt,Standard travel reimbursement,114.75,,,,,,,,,,,1,V25
16964,TR016964,EXP016964,Late submission,Standard travel reimbursement,186.41,,,,,,,,,,,4,V1
16966,TR016966,EXP016966,,Standard travel reimbursement,425.57,,Rebooked train,Schedule conflict,,,,,,,,0,V23
16971,TR016971,EXP016971,Personal expense,Partial reimbursement,207.37,,,,,,,,,,,1,V1
16972,TR016972,EXP016972,Missing receipt,Standard travel reimbursement,193.58,,,,,,,,,,4.0,2,V19
16975,TR016975,EXP016975,,Policy exception approved,110.77,,,,,,,,,,,4,V1
16977,TR016977,EXP016977,,Standard travel reimbursement,222.81,,,,,,,,,,,1,V1
16978,TR016978,EXP016978,,Partial reimbursement,263.56,,,,,,,,,,,2,V1
16995,TR016995,EXP016995,,Policy exception approved,345.93,,,,,,,,,Weather delay,3.0,4,V17
16996,TR016996,EXP016996,,Policy exception approved,291.41,,,,New hotel chosen,Rate change,,,,,,3,V16
16999,TR016999,EXP016999,,Partial reimbursement,238.15,,,,,,,,,,,0,V1
17005,TR017005,EXP017005,,Partial reimbursement,243.71,,,,,,,,,,,3,V1
17006,TR017006,EXP017006,,Partial reimbursement,318.38,,,,,,,,,,,2,V1
17007,TR017007,EXP017007,,Policy exception approved,279.5,Weather disruption,,,,,,,,,,2,V12
17026,TR017026,EXP017026,,Policy exception approved,254.3,,,,,,,,,,,0,V1
17037,TR017037,EXP017037,,Partial reimbursement,150.59,,,,,,,,,Mechanical issue,,4,V1
17038,TR017038,EXP017038,,Policy exception approved,383.69,,,,,,,,,Mechanical issue,,0,V1
17039,TR017039,EXP017039,,Policy exception approved,190.07,,,,,,,,,,,2,V20
17042,TR017042,EXP017042,,Standard travel reimbursement,151.67,,,,,,Updated Volkswagen Golf diesel,33.18,Safety concern,,1.0,3,V17
17045,TR017045,EXP017045,,Policy exception approved,306.77,,,,,,,,,,,1,V1
17046,TR017046,EXP017046,,Partial reimbursement,181.87,,,,,,,,,,,4,V1
17047,TR017047,EXP017047,,Standard travel reimbursement,356.72,,,,,,Updated Business Class Flight,-58.31,Safety concern,Airport congestion,,4,V1
17050,TR017050,EXP017050,,Standard travel reimbursement,388.08,,,,,,,,,,3.0,1,V19
17054,TR017054,EXP017054,,Standard travel reimbursement,149.94,Operational issue,Rebooked flight,Route change,,,,,,,,2,V1
17063,TR017063,EXP017063,,Policy exception approved,417.59,,,,,,,,,,,2,V1
17065,TR017065,EXP017065,,Partial reimbursement,484.13,,,,,,,,,,3.0,3,V17
17066,TR017066,EXP017066,,Standard travel reimbursement,281.77,,Rebooked rental,Schedule conflict,,,Updated Fiat 500 electric,109.36,Cost optimization,,,2,V15
17067,TR017067,EXP017067,,Policy exception approved,404.66,,,,,,,,,,,4,V1
17073,TR017073,EXP017073,,Policy exception approved,233.2,,,,,,,,,Airport congestion,,2,V1
17077,TR017077,EXP017077,,Standard travel reimbursement,306.93,,,,,,,,,,,1,V1
17083,TR017083,EXP017083,,Partial reimbursement,402.27,,,,,,,,,,,2,V1
17084,TR017084,EXP017084,,Policy exception approved,459.99,,Rebooked flight,Cheaper fare,New hotel chosen,Rate change,Updated First Class Flight,100.51,Safety concern,,,4,V15
17087,TR017087,EXP017087,,Partial reimbursement,329.26,,,,,,,,,,,2,V14
17093,TR017093,EXP017093,,Partial reimbursement,497.56,,,,,,,,,,,3,V1
17101,TR017101,EXP017101,,Standard travel reimbursement,223.03,,,,,,,,,,,3,V1
17113,TR017113,EXP017113,,Partial reimbursement,311.54,,,,,,,,,,,3,V21
17114,TR017114,EXP017114,,Standard travel reimbursement,502.86,Personal emergency,Rebooked flight,Better schedule,New hotel chosen,Rate change,,,,Security screening,,3,V1
17119,TR017119,EXP017119,Late submission,Partial reimbursement,594.7,,,,,,,,,Mechanical issue,,4,V28
17120,TR017120,EXP017120,,Standard travel reimbursement,514.53,,,,,,,,,,,2,V1
17121,TR017121,EXP017121,Late submission,Standard travel reimbursement,490.96,,,,,,,,,,,2,V14
17124,TR017124,EXP017124,,Standard travel reimbursement,522.63,,Rebooked rental,Schedule conflict,Alternative hotel selected,Rate change,,,,,,0,V10
17125,TR017125,EXP017125,,Partial reimbursement,348.04,,Rebooked flight,Cheaper fare,,,,,,Weather delay,,3,V4
17131,TR017131,EXP017131,,Partial reimbursement,282.83,,,,,,,,,,,4,V16
17132,TR017132,,,,,,,,,,,,,,3.0,4,V18
17133,TR017133,EXP017133,,Standard travel reimbursement,542.97,,,,,,,,,,,1,V1
17134,TR017134,EXP017134,Out of policy,Policy exception approved,372.26,,Rebooked rental,Better schedule,,,Updated Volkswagen Golf petrol,68.1,Cost optimization,,,0,V15
17138,TR017138,EXP017138,,Standard travel reimbursement,309.97,,,,,,,,,,,2,V1
17142,TR017142,EXP017142,,Standard travel reimbursement,347.74,,,,,,,,,,,0,V1
17148,TR017148,EXP017148,,Policy exception approved,464.37,,,,,,,,,Weather delay,,3,V1
17152,TR017152,EXP017152,,Standard travel reimbursement,320.58,,,,New hotel chosen,Quality issue,,,,,,0,V1
17153,TR017153,EXP017153,,Partial reimbursement,405.7,,,,,,,,,,,2,V1
17158,TR017158,EXP017158,,Partial reimbursement,469.04,,,,,,,,,,,3,V1
17159,TR017159,EXP017159,,Standard travel reimbursement,349.14,,,,,,,,,,,4,V21
17163,TR017163,EXP017163,,Standard travel reimbursement,531.79,,,,,,Updated Economy Flight,-18.34,Time constraints,,,0,V16
17177,TR017177,EXP017177,,Partial reimbursement,324.3,,,,New hotel chosen,Rate change,Updated Business Class Flight,24.5,Client preference,,,2,V1
17178,TR017178,EXP017178,Out of policy,Standard travel reimbursement,189.92,,,,,,Updated BMW 3 diesel,-224.86,Cost optimization,,,3,V21
17185,TR017185,EXP017185,,Partial reimbursement,148.49,,,,,,,,,System downtime,3.0,4,V18
17186,TR017186,EXP017186,,Partial reimbursement,351.41,,,,,,,,,,4.0,1,V18
17187,TR017187,EXP017187,,Partial reimbursement,392.62,Rental availability change,,,New hotel chosen,Hotel overbooked,,,,,,1,V12
17189,TR017189,EXP017189,,Standard travel reimbursement,330.34,,,,,,,,,,,3,V1
17190,TR017190,EXP017190,Late submission,Policy exception approved,209.52,,,,,,,,,,,1,V1
17191,TR017191,EXP017191,,Partial reimbursement,466.69,,,,,,,,,,3.0,3,V19
17195,TR017195,EXP017195,,Standard travel reimbursement,429.46,,,,,,,,,,,0,V1
17202,TR017202,EXP017202,,Partial reimbursement,403.77,,,,,,,,,Mechanical issue,,2,V1
17204,TR017204,EXP017204,,Policy exception approved,524.22,,Rebooked flight,Schedule conflict,Alternative hotel selected,Quality issue,,,,,,4,V24
17205,TR017205,EXP017205,,Policy exception approved,428.76,,,,,,,,,,,0,V1
17207,TR017207,EXP017207,,Standard travel reimbursement,283.83,,,,,,,,,,,4,V1
17214,TR017214,EXP017214,,Partial reimbursement,134.79,,,,,,,,,,,3,V26
17215,TR017215,EXP017215,,Standard travel reimbursement,262.55,,,,New hotel chosen,Quality issue,,,,,,1,V1
17217,TR017217,EXP017217,,Policy exception approved,253.23,,,,,,,,,Security screening,,4,V21
17219,TR017219,EXP017219,,Standard travel reimbursement,308.34,,,,,,,,,,,4,V1
17220,TR017220,EXP017220,,Policy exception approved,136.23,,,,New hotel chosen,Rate change,,,,,,1,V1
17221,TR017221,EXP017221,,Policy exception approved,497.4,,,,,,Updated Economy Flight,-311.09,Safety concern,,4.0,1,V18
17223,TR017223,EXP017223,,Partial reimbursement,291.75,,Rebooked flight,Schedule conflict,,,,,,,,0,V9
17224,TR017224,EXP017224,,Standard travel reimbursement,318.6,,,,,,,,,,,4,V20
17227,TR017227,EXP017227,Missing receipt,Policy exception approved,129.31,,,,,,,,,,,0,V1
17230,TR017230,EXP017230,,Standard travel reimbursement,464.74,,,,,,,,,,2.0,4,V18
17232,TR017232,EXP017232,Late submission,Policy exception approved,595.77,,Rebooked flight,Better schedule,,,,,,,,4,V23
17236,TR017236,EXP017236,,Partial reimbursement,186.02,,,,,,,,,,,4,V1
17244,TR017244,EXP017244,,Standard travel reimbursement,404.21,,,,,,,,,Airport congestion,,0,V1
17246,TR017246,EXP017246,,Partial reimbursement,454.07,,,,New hotel chosen,Rate change,,,,,,3,V1
17255,TR017255,EXP017255,,Partial reimbursement,211.3,,,,New hotel chosen,Quality issue,,,,,,1,V1
17259,TR017259,EXP017259,,Partial reimbursement,255.93,,,,,,,,,,,2,V1
17262,TR017262,EXP017262,,Partial reimbursement,523.01,,,,,,,,,,,4,V1
17269,TR017269,EXP017269,Missing receipt,Standard travel reimbursement,233.27,,,,,,,,,,,0,V1
17277,TR017277,EXP017277,,Partial reimbursement,415.63,,,,,,,,,,4.0,3,V19
17279,TR017279,EXP017279,,Partial reimbursement,269.8,,,,,,,,,,,2,V21
17285,TR017285,EXP017285,,Policy exception approved,251.82,,Rebooked rental,Schedule conflict,Alternative hotel selected,Availability,,,,,,3,V24
17289,TR017289,EXP017289,,Partial reimbursement,304.33,,,,New hotel chosen,Location preference,Updated Economy Flight,188.16,Client preference,,4.0,1,V18
17293,TR017293,EXP017293,,Standard travel reimbursement,150.49,,,,,,,,,,,2,V1
17295,TR017295,EXP017295,,Partial reimbursement,453.15,,,,,,Updated BMW 3 diesel,249.57,Safety concern,,,4,V1
17297,TR017297,EXP017297,,Policy exception approved,319.14,,,,,,,,,,,2,V1
17298,TR017298,EXP017298,,Standard travel reimbursement,482.27,,,,,,,,,,,1,V13
17304,TR017304,EXP017304,,Standard travel reimbursement,244.28,,,,,,,,,,,0,V26
17306,TR017306,EXP017306,,Policy exception approved,210.53,,Rebooked flight,Route change,Alternative hotel selected,Availability,,,,,,3,V7
17321,TR017321,EXP017321,,Partial reimbursement,254.67,,,,,,,,,,,1,V16
17323,TR017323,EXP017323,Personal expense,Standard travel reimbursement,209.71,,,,,,,,,,,4,V1
17334,TR017334,EXP017334,Personal expense,Partial reimbursement,522.61,,Rebooked flight,Cheaper fare,Alternative hotel selected,Rate change,,,,,,1,V10
17335,TR017335,EXP017335,,Partial reimbursement,132.57,,,,,,,,,,,4,V1
17337,TR017337,EXP017337,,Standard travel reimbursement,425.56,,,,New hotel chosen,Location preference,,,,,,3,V1
17343,TR017343,EXP017343,,Standard travel reimbursement,191.16,,,,,,,,,,,2,V1
17344,TR017344,EXP017344,,Policy exception approved,224.64,Personal emergency,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,4,V24
17347,TR017347,EXP017347,,Standard travel reimbursement,413.83,,,,,,,,,,,3,V1
17355,TR017355,EXP017355,,Partial reimbursement,166.82,,,,,,,,,,,2,V1
17357,TR017357,EXP017357,Missing receipt,Policy exception approved,396.26,,,,,,,,,,,3,V14
17361,TR017361,EXP017361,,Partial reimbursement,422.36,,,,,,,,,,,4,V1
17365,TR017365,EXP017365,,Policy exception approved,453.07,,,,,,,,,,,4,V1
17368,TR017368,EXP017368,Out of policy,Standard travel reimbursement,556.99,,,,New hotel chosen,Location preference,,,,,,4,V1
17374,TR017374,EXP017374,,Policy exception approved,347.41,,,,,,,,,,,0,V1
17375,TR017375,EXP017375,,Partial reimbursement,207.54,,,,,,,,,,,1,V1
17377,TR017377,EXP017377,,Partial reimbursement,487.53,,Rebooked flight,Route change,,,,,,Security screening,,4,V23
17378,TR017378,EXP017378,,Policy exception approved,512.46,Airline schedule change,,,,,,,,,3.0,2,V17
17381,TR017381,EXP017381,,Partial reimbursement,405.72,,,,,,Updated Business Class Flight,129.59,Time constraints,,4.0,1,V18
17387,TR017387,EXP017387,,Standard travel reimbursement,193.07,,,,,,,,,,,2,V1
17389,TR017389,EXP017389,Missing receipt,Policy exception approved,381.81,,,,,,,,,,,0,V1
17391,TR017391,EXP017391,,Partial reimbursement,393.65,,,,New hotel chosen,Rate change,,,,,,3,V1
17402,TR017402,EXP017402,,Partial reimbursement,236.53,,,,,,,,,,,4,V1
17403,TR017403,EXP017403,,Policy exception approved,571.49,,,,,,,,,,,1,V26
17414,TR017414,EXP017414,,Standard travel reimbursement,153.07,,,,,,,,,,,2,V1
17415,TR017415,EXP017415,,Policy exception approved,169.33,,,,,,Updated Economy Flight,-17.61,Client preference,,,1,V1
17416,TR017416,EXP017416,Personal expense,Partial reimbursement,346.12,,Rebooked flight,Schedule conflict,New hotel chosen,Rate change,Updated Economy Flight,285.88,Time constraints,Weather delay,,2,V15
17418,TR017418,EXP017418,,Standard travel reimbursement,403.61,Operational issue,,,,,,,,,,2,V1
17423,TR017423,EXP017423,,Policy exception approved,209.68,,,,,,Updated Economy Flight,-23.35,Time constraints,,,4,V1
17426,TR017426,EXP017426,Personal expense,Standard travel reimbursement,254.53,,,,,,,,,,,3,V1
17437,TR017437,EXP017437,,Partial reimbursement,187.08,,,,,,,,,,,3,V1
17438,TR017438,EXP017438,,Policy exception approved,338.34,,,,,,,,,,,3,V16
17442,TR017442,EXP017442,,Policy exception approved,453.73,,,,,,,,,,,3,V1
17444,TR017444,EXP017444,,Policy exception approved,386.77,,Rebooked flight,Cheaper fare,,,,,,Security screening,,4,V29
17445,TR017445,EXP017445,Out of policy,Standard travel reimbursement,216.32,,Rebooked rental,Cheaper fare,,,,,,,,4,V23
17453,TR017453,EXP017453,,Partial reimbursement,359.29,,,,New hotel chosen,Quality issue,,,,,,0,V1
17454,TR017454,EXP017454,,Policy exception approved,253.71,,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,1,V10
17456,TR017456,EXP017456,,Partial reimbursement,462.63,,Rebooked flight,Better schedule,,,Updated First Class Flight,152.12,Safety concern,,,2,V27
17465,TR017465,EXP017465,Missing receipt,Standard travel reimbursement,100.35,,,,,,,,,,,0,V1
17473,TR017473,EXP017473,,Standard travel reimbursement,237.87,,,,,,,,,,,0,V1
17476,TR017476,EXP017476,,Partial reimbursement,391.88,,,,,,,,,,,3,V21
17478,TR017478,EXP017478,,Partial reimbursement,281.8,,,,,,,,,,,2,V1
17479,TR017479,EXP017479,,Standard travel reimbursement,378.76,,Rebooked flight,Route change,,,Updated Business Class Flight,21.48,Safety concern,Airport congestion,,2,V15
17484,TR017484,EXP017484,Missing receipt,Partial reimbursement,458.47,,,,,,,,,,,2,V1
17485,TR017485,EXP017485,,Partial reimbursement,269.21,,,,,,,,,,,0,V1
17486,TR017486,EXP017486,,Policy exception approved,437.62,,,,,,,,,,,0,V16
17487,TR017487,EXP017487,,Policy exception approved,481.72,,,,,,,,,,,0,V1
17488,TR017488,EXP017488,,Policy exception approved,323.38,,,,,,,,,,3.0,1,V17
